通用名,商品名称,规格,箱规,国药准字,厂家,供应商,是否有活动
维思通 利培酮片    2mg*20片,维思通 ,2mg*20片,360  盒  ,国药准字H20010310 ,西安杨森制药有限公司 ,广东壹号药业有限公司,无
忆立福 茴拉西坦片    0.1g*48片,忆立福 ,0.1g*48片,200  盒  ,国药准字H20030229 ,亚宝药业集团股份有限公司 ,广东壹号药业有限公司,无
鹏鹞 盐酸金刚烷胺片    0.1g*100片,鹏鹞 ,0.1g*100片,300  盒  ,国药准字H32023575 ,江苏鹏鹞药业有限公司 ,广东壹号药业有限公司,无
怡诺思 盐酸文拉法辛缓释胶囊    0.15g*7粒*2板,怡诺思 ,0.15g*7粒*2板,240  盒  ,国药准字J20120039 ,惠氏制药有限公司 ,广东壹号药业有限公司,无
索乐 利培酮片    1mg*60片,索乐 ,1mg*60片,300  盒  ,国药准字H20052330 ,浙江华海药业股份有限公司 ,广东壹号药业有限公司,无
珂丹 恩他卡朋片    0.2g*30片,珂丹 ,0.2g*30片,162  盒  ,H20140221 ,Orion Corporation ,广东壹号药业有限公司,无
俞氏 盐酸氟西汀胶囊    20mg*12粒,俞氏 ,20mg*12粒,400  盒  ,国药准字H20093454 ,苏州俞氏药业有限公司 ,广东壹号药业有限公司,无
安理申 盐酸多奈哌齐片    10mg*7片,安理申 ,10mg*7片,80  盒  ,国药准字H20070181 ,卫材(中国)药业有限公司 ,广东壹号药业有限公司,无
曲优 盐酸舍曲林片    50mg*14片,曲优 ,50mg*14片,400  盒  ,国药准字H20080019 ,万特制药(海南)有限公司 ,广东壹号药业有限公司,无
易倍申 盐酸美金刚片    10mg*14片,易倍申 ,10mg*14片,100  盒  ,进口药品注册证号：H20130372 ,Rottendorf Pharma GmbH ,广东壹号药业有限公司,无
仁和 脑灵素胶囊    0.35g*30粒,仁和 ,0.35g*30粒,10  盒  ,国药准字Z36021760 ,江西药都樟树制药有限公司 ,广东壹号药业有限公司,无
鹏鹞 盐酸金刚烷胺片    0.1g*100片,鹏鹞 ,0.1g*100片,300  盒  ,国药准字H32023575 ,江苏鹏鹞药业有限公司 ,广东壹号药业有限公司,无
怡诺思 盐酸文拉法辛缓释胶囊    0.15g*7粒*2板,怡诺思 ,0.15g*7粒*2板,240  盒  ,国药准字J20120039 ,惠氏制药有限公司 ,广东壹号药业有限公司,无
米尔宁 米氮平片    15mg*20片,米尔宁 ,15mg*20片,150  盒  ,国药准字H20060702 ,哈尔滨三联药业股份有限公司 ,广东壹号药业有限公司,无
仲景 天智颗粒    5g*12袋,仲景 ,5g*12袋,200  盒  ,国药准字Z20040041 ,仲景宛西制药股份有限公司 ,广东壹号药业有限公司,无
反映亭 沙利度胺片    25mg*20片,反映亭 ,25mg*20片,100  盒  ,国药准字H32026129 ,常州制药厂有限公司 ,广东壹号药业有限公司,无
信谊 硫唑嘌呤片    50mg*60片,信谊 ,50mg*60片,180  盒  ,国药准字H31021422 ,上海信谊药厂有限公司 ,广东壹号药业有限公司,无
芮达 帕利哌酮缓释片    6mg*7片,芮达 ,6mg*7片,360  盒  ,国药准字J20120024 ,西安杨森制药有限公司 ,广东壹号药业有限公司,无
芮达 帕利哌酮缓释片    3mg*7片,芮达 ,3mg*7片,360  盒  ,国药准字J20120025 ,西安杨森制药有限公司 ,广东壹号药业有限公司,无
万生力乐 盐酸帕罗西汀片    20mg*10片*2板,万生力乐 ,20mg*10片*2板,200  盒  ,国药准字H20133084 ,北京万生药业有限责任公司 ,广东壹号药业有限公司,无
欣百达 盐酸度洛西汀肠溶胶囊    30mg*7粒,欣百达 ,30mg*7粒,56  盒  ,H20110320 ,美国礼来制药有限公司 ,广东壹号药业有限公司,无
唯他停 盐酸舍曲林片    50mg*14片,唯他停 ,50mg*14片,200  盒  ,国药准字H20051076 ,浙江京新药业股份有限公司 ,广东壹号药业有限公司,无
一舒 盐酸丁螺环酮片    5mg*60片,一舒 ,5mg*60片,200  盒  ,国药准字H19991024 ,江苏恩华药业股份有限公司 ,广东壹号药业有限公司,无
平光 盐酸氟桂利嗪胶囊    5mg*60粒,平光 ,5mg*60粒,400  盒  ,国药准字H20066917 ,江苏平光制药（焦作）有限公司 ,广东壹号药业有限公司,无
荆江源 安乐片    0.3g*60片,荆江源 ,0.3g*60片,400  盒  ,国药准字Z20153026 ,湖北荆江源制药股份有限公司 ,广东壹号药业有限公司,无
易倍清 盐酸美金刚片    10mg*24片,易倍清 ,10mg*24片,50  盒  ,国药准字H20130086 ,珠海联邦制药股份有限公司中山分公司 ,广东壹号药业有限公司,无
永利 临江风药    12片*6袋,永利 ,12片*6袋,400  盒  ,国药准字Z22021541 ,吉林永利药业股份有限公司 ,广东壹号药业有限公司,无
乐宁 盐酸舍曲林片    50mg*14片,乐宁 ,50mg*14片,200  盒  ,国药准字H20051279 ,上海衡山药业有限公司 ,广东壹号药业有限公司,无
再普乐 奥氮平口崩片    10mg*7片,再普乐 ,10mg*7片,150  盒  ,H20090836 ,"Catalent UK Swindon Zydis Limited,英国 ",广东壹号药业有限公司,无
美罗 珠珀安神丹    120丸,美罗 ,120丸,200  盒  ,国药准字Z21021052 ,大连美罗中药厂有限公司 ,广东壹号药业有限公司,无
迪沙 盐酸安非他酮缓释片    0.15g*12片,迪沙 ,0.15g*12片,400  盒  ,国药准字H20080398 ,迪沙药业集团有限公司 ,广东壹号药业有限公司,无
天疏 佐米曲普坦片    2.5mg*2片,天疏 ,2.5mg*2片,10  盒  ,国药准字H20050072 ,成都天台山制药有限公司 ,广东壹号药业有限公司,无
泰齐 草酸艾司西酞普兰片    10mg*7片,泰齐 ,10mg*7片,200  盒  ,国药准字H20130106 ,浙江金华康恩贝生物制药有限公司 ,广东壹号药业有限公司,无
星湖 脑络通胶囊    0.5g*30粒,星湖 ,0.5g*30粒,10  盒  ,国药准字Z44021297 ,肇庆星湖制药有限公司 ,广东壹号药业有限公司,无
其他 谷维素片    100片,其他 ,100片,100  盒  ,国药准字H41022837 ,上海玉瑞生物科技(安阳)药业有限公司 ,广东壹号药业有限公司,无
恩华 舒必利片    0.1g*100片,恩华 ,0.1g*100片,10  盒  ,国药准字H32022971 ,江苏恩华药业股份有限公司 ,广东壹号药业有限公司,无
妥泰 托吡酯片    0.1g*60片,妥泰 ,0.1g*60片,120  盒  ,国药准字H20020557 ,西安杨森制药有限公司 ,广东壹号药业有限公司,无
帕可 氨磺必利片    0.2g*20片,帕可 ,0.2g*20片,10  盒  ,国药准字H20113231 ,齐鲁制药有限公司 ,广东壹号药业有限公司,无
其他 卡马西平片    0.1g*100片,其他 ,0.1g*100片,10  个  ,国药准字H31021366 ,上海复旦复华药业有限公司 ,广东壹号药业有限公司,无
渠道益民 复方地西泮片    10片*1板,益民 ,10片*1板,240  盒  ,国药准字H10970219 ,济宁市安康制药有限责任公司 ,广东壹号药业有限公司,无
来士普    草酸艾司西酞普兰片     10mg*7片,来士普 , 10mg*7片,240  盒  ,国药准字J20150119（原注册证号：H20100539） ,西安杨森制药有限公司 ,重庆亿昊药业有限公司,无
择思达 盐酸托莫西汀胶囊    25mg*7粒,择思达 ,25mg*7粒,144  盒  ,H20160115 ,美国礼来制药有限公司 ,广东壹号药业有限公司,无
思贝格 盐酸齐拉西酮胶囊    20mg*20粒,思贝格 ,20mg*20粒,200  盒  ,国药准字H20061142 ,江苏恩华药业股份有限公司 ,广东壹号药业有限公司,无
白云山 脑络通胶囊    0.5g*30粒,白云山 ,0.5g*30粒,240  瓶  ,国药准字Z44020002 ,广州白云山光华制药股份有限公司委托广州白云山医药集团股份有限公司白云山制药总厂 ,广东壹号药业有限公司,无
思瑞康 富马酸喹硫平片    0.2g*20片,思瑞康 ,0.2g*20片,84  盒  ,H20130039 ,阿斯利康制药有限公司 ,广东壹号药业有限公司,无
帕可 氨磺必利片    0.2g*20片,帕可 ,0.2g*20片,10  盒  ,国药准字H20113231 ,齐鲁制药有限公司 ,广东壹号药业有限公司,无
一泰纳 氢溴酸西酞普兰片    20mg*12片,一泰纳 ,20mg*12片,200  盒  ,国药准字H20051923 ,江苏恩华药业股份有限公司 ,广东壹号药业有限公司,无
安律凡 阿立哌唑片    10mg*10片,安律凡 ,10mg*10片,200  盒  ,国药准字H20061305 ,浙江大冢制药有限公司 ,广东壹号药业有限公司,无
齐都易康 硫辛酸片    0.3g*12片,齐都易康 ,0.3g*12片,240  盒  ,国药准字H20100152 ,山东齐都药业有限公司 ,广东壹号药业有限公司,无
舒坦罗 盐酸帕罗西汀片    20mg*12片,舒坦罗 ,20mg*12片,100  盒  ,国药准字H20040533 ,浙江尖峰药业有限公司 ,湛江市弘安药业有限公司,有
卓夫  利培酮片    1mg*10片*2板,卓夫 ,1mg*10片*2板,100  盒  ,国药准字H20041808   ,齐鲁制药有限公司 ,湛江市弘安药业有限公司,有
迭力 加巴喷丁胶囊    0.1g*12粒*4板,迭力 ,0.1g*12粒*4板,100  盒  ,国药准字H20040527 ,江苏恩华药业股份有限公司 ,湛江市弘安药业有限公司,有
仁澳 奥卡西平片    0.3g*10片*3板,仁澳 ,0.3g*10片*3板,100  盒  ,国药准字H20051518 ,北京四环制药有限公司 ,湖北千瑞铭医药有限公司,有
 脑络通胶囊    0.5g*30s, ,0.5g*30s,240  瓶  ,国药准字Z44020002 ,广州白云山光华制药股份有限公司 ,湖北千瑞铭医药有限公司,有
奥派 阿立哌唑片    10mg*14片,奥派 ,10mg*14片,100  盒  ,国药准字H20041507 ,上海上药中西制药有限公司 ,湛江市弘安药业有限公司,有
其他 甲钴胺片    0.5mg*20片,其他 ,0.5mg*20片,100  盒  ,国药准字H20060865 ,北京星昊医药股份有限公司 ,湛江市弘安药业有限公司,有
 谷维素片    10mg*100片, ,10mg*100片,900  盒  ,国药准字H37022480 ,济宁市安康制药有限责任公司 ,武汉创元医药生物有限公司,有
渠道佰莫亭 甲磺酸溴隐亭片    2.5mg*30片,佰莫亭 ,2.5mg*30片,100  瓶  ,新注册证号H20160170（原注册证号H20110116) ,匈牙利吉瑞大药厂 ,湛江市弘安药业有限公司,有
得理多 卡马西平片    200mg*30片,得理多 ,200mg*30片,480  盒  ,国药准字H11022279 ,北京诺华制药有限公司 ,武汉红运堂药业有限公司,有
 头痛宁胶囊    0.4g*36s, ,0.4g*36s,100  盒  ,国药准字Z20026851 ,陕西步长制药有限公司 ,广东华源诺希医药股份有限公司,有
 复方脑蛋白水解物片    12片*2板, ,12片*2板,300  盒  ,国药准字H34022261 ,安徽金太阳生化药业有限公司 ,广东华源诺希医药股份有限公司,有
醒志 利培酮口崩片    1mg*20片,醒志 ,1mg*20片,360  盒  ,国药准字H20070319 ,齐鲁制药有限公司 ,广东华源诺希医药股份有限公司,有
渠道卓夫  利培酮片    1mg*10片*2板,卓夫 ,1mg*10片*2板,360  盒  ,国药准字H20041808   ,齐鲁制药有限公司 ,四川省优胜美特医药有限公司,无
 清开灵分散片    0.4g*24片, ,0.4g*24片,1  盒  ,国药准字Z20050564 ,哈药集团世一堂制药厂 ,湖南同安医药有限公司,有
白云山 脑络通胶囊    0.5g*30粒,白云山 ,0.5g*30粒,1  瓶  ,国药准字Z44020002 ,广州白云山光华制药股份有限公司委托广州白云山医药集团股份有限公司白云山制药总厂 ,四川省优胜美特医药有限公司,有
渠道 丙戊酸钠片    0.2g*100片, ,0.2g*100片,100  盒  ,国药准字H43020873 ,湖南省湘中制药有限公司 ,四川省优胜美特医药有限公司,无
 盐酸羟甲唑啉喷雾剂    10ml:5mg, ,10ml:5mg,600  瓶  ,国药准字H20093704 ,南京天朗制药有限公司 ,四川省优胜美特医药有限公司,有
渠道诺百益 胞磷胆碱钠片    0.1g*24片,诺百益 ,0.1g*24片,1  盒  ,国药准字H20080745 ,华润双鹤利民药业（济南）有限公司 ,四川省优胜美特医药有限公司,无
升和 肤痒颗粒    9g*10袋,升和 ,9g*10袋,160  盒  ,国药准字Z51021175 ,四川升和药业股份有限公司 ,武汉益世药业有限责任公司,有
 舒必利片    0.1g*100s, ,0.1g*100s,450  盒  ,国药准字H32022269 ,江苏瑞年前进制药有限公司 ,四川恒源医药科技有限公司,有
 盐酸文拉法辛胶囊    25mg*8粒*2板, ,25mg*8粒*2板,1  盒  ,国药准字H20066157 ,成都倍特药业有限公司 ,广州市巨孚达医药有限公司,有
仁澳 奥卡西平片    0.3g*10片*3板,仁澳 ,0.3g*10片*3板,200  盒  ,国药准字H20051518 ,北京四环制药有限公司 ,湖北巨世医药有限公司,有
 甲钴胺胶囊    0.5mg*60s, ,0.5mg*60s,1  盒  ,国药准字H20051424 ,山东鲁抗医药集团赛特有限责任公司 ,湖南湘众医药有限公司,有
古立西 脑蛋白水解物片    6.5mg:14.4mg*24片,古立西 ,6.5mg:14.4mg*24片,1  盒  ,国药准字H23023288 ,黑龙江江世药业有限公司 ,湖南湘众医药有限公司,有
仁澳 奥卡西平片    0.3g*10片*3板,仁澳 ,0.3g*10片*3板,200  盒  ,国药准字H20051518 ,北京四环制药有限公司 ,湖北巨世医药有限公司,有
 甲钴胺胶囊    0.5mg*60s, ,0.5mg*60s,1  盒  ,国药准字H20051424 ,山东鲁抗医药集团赛特有限责任公司 ,湖南湘众医药有限公司,有
古立西 脑蛋白水解物片    6.5mg:14.4mg*24片,古立西 ,6.5mg:14.4mg*24片,1  盒  ,国药准字H23023288 ,黑龙江江世药业有限公司 ,湖南湘众医药有限公司,有
圣美弗 氟哌噻吨美利曲辛片    20片,圣美弗 ,20片,200  盒  ,国药准字H20153122 ,重庆圣华曦药业股份有限公司 ,广东华源诺希医药股份有限公司,有
聚立能 盐酸氟西汀胶囊    20mg*14粒,聚立能 ,20mg*14粒,200  盒  ,国药准字H20064844 ,苏州中化药品工业有限公司 ,广东华源诺希医药股份有限公司,有
 盐酸可乐定片    0.075mg*100s, ,0.075mg*100s,300  盒  ,国药准字H32021681 ,常州制药厂有限公司 ,广东华源诺希医药股份有限公司,有
 卡马西平片    0.1g*100s, ,0.1g*100s,300  瓶  ,国药准字H32020638 ,江苏黄河药业股份有限公司 ,广东华源诺希医药股份有限公司,有
 复方吡拉西坦脑蛋白水解物片    36片, ,36片,400  盒  ,国药准字H21023095 ,辽宁天龙药业有限公司 ,广东华源诺希医药股份有限公司,有
 天麻素片    25mg*24片, ,25mg*24片,480  盒  ,国药准字H14023639 ,山西仟源医药集团股份有限公司 ,广东华源诺希医药股份有限公司,有
 氯氮平片    25mg*100片, ,25mg*100片,300  瓶  ,国药准字H33020574 ,宁波大红鹰药业股份有限公司 ,广东华源诺希医药股份有限公司,有
 盐酸文拉法辛胶囊    25mg*12粒*2板, ,25mg*12粒*2板,200  盒  ,国药准字H20094040 ,山东鑫齐药业有限公司 ,广东华源诺希医药股份有限公司,有
 胞磷胆碱钠片    0.2g*10s, ,0.2g*10s,300  盒  ,国药准字H20100008 ,福建省闽东力捷迅药业有限公司 ,广东华源诺希医药股份有限公司,有
 盐酸文拉法辛胶囊    25mg*20粒, ,25mg*20粒,200  盒  ,国药准字H20094040 ,山东鑫齐药业有限公司 ,广东华源诺希医药股份有限公司,有
 脑血康胶囊    0.15g*12s, ,0.15g*12s,240  盒  ,国药准字Z10960009 ,山东昊福药业集团制药有限公司 ,广东华源诺希医药股份有限公司,有
 吡拉西坦片    0.4g*100片, ,0.4g*100片,240  盒  ,国药准字H20067923 ,上海世康特制药 ,广东华源诺希医药股份有限公司,有
元舒 复方吡拉西坦脑蛋白水解物片    12片*2板,元舒 ,12片*2板,240  盒  ,国药准字H22024382 ,白求恩医科大学制药厂二分厂 ,广东华源诺希医药股份有限公司,有
二叶 注射用磷酸川芎嗪    0.1g,二叶 ,0.1g,1000  盒  ,国药准字H20050745 ,苏州二叶制药有限公司 ,广东华源诺希医药股份有限公司,有
云鹏 苯妥英钠片    50mg*100s,云鹏 ,50mg*100s,900  盒  ,国药准字H14023944 ,山西云鹏制药有限公司 ,广东华源诺希医药股份有限公司,有
 苯妥英钠片    50mg*100片, ,50mg*100片,600  盒  ,国药准字H14021514 ,山西省临汾健民制药厂 ,广东华源诺希医药股份有限公司,有
怡神保 甲钴胺片    0.5mg*20片,怡神保 ,0.5mg*20片,400  盒  ,国药准字H20031126 ,华北制药股份有限公司 ,广东华源诺希医药股份有限公司,有
云鹏 苯妥英钠片    50mg*100s,云鹏 ,50mg*100s,900  盒  ,国药准字H14023944 ,山西云鹏制药有限公司 ,广东华源诺希医药股份有限公司,有
 苯妥英钠片    50mg*100片, ,50mg*100片,600  盒  ,国药准字H14021514 ,山西省临汾健民制药厂 ,广东华源诺希医药股份有限公司,有
怡神保 甲钴胺片    0.5mg*20片,怡神保 ,0.5mg*20片,400  盒  ,国药准字H20031126 ,华北制药股份有限公司 ,广东华源诺希医药股份有限公司,有
 苯妥英钠片    50mg*100片, ,50mg*100片,600  盒  ,国药准字H14021842 ,山西汾河制药有限公司 ,武汉润德药业有限公司,有
 吡拉西坦片    0.4g*100片, ,0.4g*100片,300  瓶  ,国药准字H41021942 ,上海现代哈森(商丘)药业有限公司 ,黑龙江省华源医药股份有限公司,有
深圳信立泰/泰嘉 硫酸氢氯吡格雷片    25毫克*20片,深圳信立泰/泰嘉 ,25毫克*20片,160  盒  ,国药准字H20000542 ,深圳信立泰药业股份有限公司 ,黑龙江省华源医药股份有限公司,有
脑复康 吡拉西坦片    0.4g*100片,脑复康 ,0.4g*100片,200  瓶  ,国药准字H41021918 ,江苏平光制药(焦作)有限公司 ,黑龙江省华源医药股份有限公司,有
 盐酸多塞平片    25mg*100片(糖衣), ,25mg*100片(糖衣),1  瓶  ,国药准字H31021425 ,上海信谊天平药业有限公司 ,黑龙江省华源医药股份有限公司,有
 盐酸川芎嗪注射液    2ml:40mg*10支, ,2ml:40mg*10支,1  盒  ,国药准字H20003792 ,河南辅仁怀庆堂制药有限公司 ,黑龙江省华源医药股份有限公司,有
 心宝丸    60mg*20s, ,60mg*20s,1  瓶  ,国药准字Z44022728 ,广东太安堂药业股份有限公司 ,黑龙江省华源医药股份有限公司,有
