通用名,商品名称,规格,箱规,国药准字,厂家,供应商,是否有活动
三诚牌叶酸钙咀嚼片（孕妇乳母型） 三诚牌叶酸钙咀嚼片（孕妇乳母型）    2.0g/片*60片,三诚牌叶酸钙咀嚼片（孕妇乳母型） ,2.0g/片*60片,120  盒  ,国食健字G20160151 ,江西三诚实业有限公司 ,山东健志医药科技开发有限公司,无
痔疮膏 痔疮膏    28g,痔疮膏 ,28g,1  盒  ,赣卫消证字2015第0060号 ,江西创美实业有限公司 ,深圳市同兴泰医药有限公司,无
帮德007天然胶乳橡胶避孕套（时尚颗粒）玫瑰香 帮德007天然胶乳橡胶避孕套（时尚颗粒）玫瑰香    10只,帮德007天然胶乳橡胶避孕套（时尚颗粒）玫瑰香 ,10只,10  盒  ,计生用品 ,湛江市汇通药业有限公司 ,中山市凯成生物医药科技有限公司,无
I金诺贝婴 钙铁锌葡萄糖 I金诺贝婴 钙铁锌葡萄糖    580g,I金诺贝婴 钙铁锌葡萄糖 ,580g,10  瓶  ,SC1063 6098 2001 21 ,江西三诚实业有限公司 ,中山市凯成生物医药科技有限公司,无
儿童成长蛋白质粉 儿童成长蛋白质粉    900g,儿童成长蛋白质粉 ,900g,10  盒  ,SC10644520303016 ,揭阳市林源堂医药科技有限公司 ,中山市凯成生物医药科技有限公司,无
H三九保健 暖宫贴热敷贴 H三九保健 暖宫贴热敷贴    6贴,H三九保健 暖宫贴热敷贴 ,6贴,10  盒  ,皖械注20152260023 ,安徽金泰医疗器械有限公司 ,中山市凯成生物医药科技有限公司,无
复合氨基酸蛋白质粉(美丽百年) 复合氨基酸蛋白质粉(美丽百年)    900g,复合氨基酸蛋白质粉(美丽百年) ,900g,10  瓶  ,QS445206015097 ,揭阳市林源堂医药科技有限公司 ,中山市凯成生物医药科技有限公司,无
肤癣灵抑菌乳膏 肤癣灵抑菌乳膏    15g,肤癣灵抑菌乳膏 ,15g,1  盒  ,赣卫消证字（2011）第0007号 ,江西灵水生物科技有限公司 ,深圳市同兴泰医药有限公司,无
银尔洁 活性银离子抗菌液 银尔洁 活性银离子抗菌液    300ml,银尔洁 活性银离子抗菌液 ,300ml,1  盒  ,陕食药监械（准）字2008第2640067号 ,西安康旺抗菌科技股份有限公司 ,深圳市同兴泰医药有限公司,无
F道益方 活络油冷敷液（蓝） F道益方 活络油冷敷液（蓝）    25ml,F道益方 活络油冷敷液（蓝） ,25ml,1  盒  ,晋临械备20170041号 ,临汾市黄道益药业有限公司 ,深圳市同兴泰医药有限公司,无
G采芝堂 黑蝎蚁骨痛贴 G采芝堂 黑蝎蚁骨痛贴    4贴,G采芝堂 黑蝎蚁骨痛贴 ,4贴,1  盒  ,皖械注准20162260275 ,安徽省德济堂药业有限公司 ,深圳市同兴泰医药有限公司,无
H久正远红外消痛贴 H久正远红外消痛贴    6贴,H久正远红外消痛贴 ,6贴,1  盒  ,皖械注准20162260104 ,安徽众康药业有限公司 ,深圳市同兴泰医药有限公司,无
 儿童PM2.5防护口罩（粉色小爱）    9.3cm*10.9cm/只, ,9.3cm*10.9cm/只,270  袋  ,Q/HGWJ 009-2017 ,稳健医疗用品股份有限公司 ,广州至参医药贸易有限公司,无
杜蕾斯天然胶乳橡胶避孕套（挚爱装） 杜蕾斯天然胶乳橡胶避孕套（挚爱装）    3只 .,杜蕾斯天然胶乳橡胶避孕套（挚爱装） ,3只 .,10  盒  ,鲁食药监械(准)字2012第2660139号 ,青岛伦敦杜蕾斯有限公司 ,湖北和健药业有限公司,无
T神奇药笔 T神奇药笔    7g,T神奇药笔 ,7g,1  盒  ,卫生杀虫剂登记证:WL97784 ,广州市佳丽日用化妆品有限公司 ,梅州振佳新特药有限公司,无
邦成牌钙锌咀嚼片（橙子味） 邦成牌钙锌咀嚼片（橙子味）    1.8g/片*60片,邦成牌钙锌咀嚼片（橙子味） ,1.8g/片*60片,120  盒  ,国食健字G20150225 ,江西樟邦药业有限公司 ,安徽华源盛铭药业有限公司,无
T合生元 益生菌冲剂 T合生元 益生菌冲剂    1.5g*5袋,T合生元 益生菌冲剂 ,1.5g*5袋,1  盒  ,卫食健进字(2002)第0040号 ,合生元生物制品 ,梅州振佳新特药有限公司,无
复合氨基酸蛋白质粉 复合氨基酸蛋白质粉    900克,复合氨基酸蛋白质粉 ,900克,12  盒  ,SC10644051100212 ,广东益瑞生物科技有限公司 ,广州市济帆药业有限公司,无
蚊不叮香露 蚊不叮香露    30ml,蚊不叮香露 ,30ml,1  盒  ,豫G妆网备字2015000369 ,河南邦瑞特实业有限公司 ,惠州市海辰药业有限公司,无
天然维生素E软胶囊 天然维生素E软胶囊    25g(250mg/粒*100粒),天然维生素E软胶囊 ,25g(250mg/粒*100粒),96  盒  ,国食健字G20110565 ,威海紫光科技园有限公司 ,成都拜欧药业股份有限公司,有
桂花露 套装（祛臭液11号） 桂花露 套装（祛臭液11号）    30ml*2瓶,桂花露 套装（祛臭液11号） ,30ml*2瓶,36  盒  , ,桂林长圣药业有限责任公司 ,武汉红运堂药业有限公司,有
H金诺贝婴 女士葡萄糖 H金诺贝婴 女士葡萄糖    580g,H金诺贝婴 女士葡萄糖 ,580g,1  瓶  ,SC1063 6098 2001 21 ,江西三诚实业有限公司 ,东莞市启信医药有限公司,有
H金诺贝婴 双岐因子葡萄糖 H金诺贝婴 双岐因子葡萄糖    380克,H金诺贝婴 双岐因子葡萄糖 ,380克,1  盒  ,SC1063 6098 2001 21 ,江西三诚实业有限公司 ,东莞市启信医药有限公司,有
拜欧仁康口罩（N95）白色拜欧仁康 拜欧仁康口罩（N95）白色    ：KN95 (1只),拜欧仁康口罩（N95）白色拜欧仁康 ,：KN95 (1只),2000  只  ,（赣）XK02-001-00014 ,靖安县万家工贸有限公司 ,成都拜欧药业股份有限公司,有
 眼舒适眼舒冷敷凝胶    10ml, ,10ml,500  盒  ,晋临械备20170008号 ,山西圣君药业有限公司 ,成都拜欧药业股份有限公司,有
F稳健医疗 透气胶带（PE胶带） F稳健医疗 透气胶带（PE胶带）    1.25cmx9.1m,F稳健医疗 透气胶带（PE胶带） ,1.25cmx9.1m,1  盒  ,鄂黄械备20150050 ,稳健医疗(黄冈)有限公司 ,成都拜欧药业股份有限公司,有
杜蕾斯天然胶乳橡胶避孕套（超薄装） 杜蕾斯天然胶乳橡胶避孕套（超薄装）    12只 .,杜蕾斯天然胶乳橡胶避孕套（超薄装） ,12只 .,120  盒  ,鲁食药监械(准)字2012第2660139号 ,青岛伦敦杜蕾斯有限公司 ,成都拜欧药业股份有限公司,有
I冈本 避孕套无感透薄 I冈本 避孕套无感透薄    3片,I冈本 避孕套无感透薄 ,3片,1  盒  ,国械注进20152660392 ,冈本乳胶制品有限公司 ,武汉锦俊凯贸易发展有限公司,有
双黄连芦荟抑菌洗液 双 黄连芦荟抑菌洗液    200ml,双黄连芦荟抑菌洗液 ,200ml,1  盒  ,鄂卫消证字（2015）第0023号 ,武汉博瑞锦诚医药科技有限公司 ,成都拜欧药业股份有限公司,有
蜜炼枇杷清润糖 蜜炼枇杷清润糖    36克,蜜炼枇杷清润糖 ,36克,1  盒  ,SC11333100300034 ,台州市黄岩仁御生物科技有限公司 ,惠州市利佳康园医药科技有限公司,有
成人PM2.5防霾防尘保暖口罩（带呼吸阀）深卡其色拜欧仁康 成人PM2.5防霾防尘保暖口罩（带呼吸阀）深卡其色    ：KN95(1只),成人PM2.5防霾防尘保暖口罩（带呼吸阀）深卡其色拜欧仁康 ,：KN95(1只),1000  只  ,（赣）XK02-001-00014 ,靖安县万家工贸有限公司 ,成都拜欧药业股份有限公司,有
84消毒液 84消毒液    450ml .,84消毒液 ,450ml .,40  盒  ,川（成都-新都）卫消准字（2017）第0002号 ,四川蓉康世圣药业有限责任公司新都分公司 ,成都拜欧药业股份有限公司,有
蜜炼枇杷清润糖 蜜炼枇杷清润糖    36克,蜜炼枇杷清润糖 ,36克,1  盒  ,SC11333100300034 ,台州市黄岩仁御生物科技有限公司 ,惠州市信合惠通实业有限公司,有
光脚丫喷剂 光脚丫喷剂    30mL,光脚丫喷剂 ,30mL,1  盒  ,赣卫消证字（2011）第0007号 ,江西灵水生物科技有限公司 ,广州市巨孚达医药有限公司,有
回乃宝（山楂麦芽茯苓代用茶） 回乃宝（山楂麦芽茯苓代用茶）    3g*20袋,回乃宝（山楂麦芽茯苓代用茶） ,3g*20袋,1  盒  ,SC11344128400921 ,肇庆仁修堂医药有限公司 ,广州市巨孚达医药有限公司,有
银领 生理性海水鼻腔护理喷雾器 银领 生理性海水鼻腔护理喷雾器    60ML,银领 生理性海水鼻腔护理喷雾器 ,60ML,150  盒  ,内械注准20172640014 ,内蒙古东银科技有限公司 ,黑龙江省华源医药股份有限公司,有
小儿止咳贴 小儿止咳贴    4贴/盒,小儿止咳贴 ,4贴/盒,300  盒  ,晋临械备20160006号 ,临汾市三九合纵药业有限公司 ,岳阳康尔医药有限公司,无
脚癣脚气泡脚液（老黄姜+矿物盐） 脚癣脚气泡脚液（老黄姜+矿物盐）    260ml,脚癣脚气泡脚液（老黄姜+矿物盐） ,260ml,100  盒  ,软膏 ,宜春颐健药业有限公司 ,广西千紫红药业有限责任公司,无
中老年高钙蛋白质粉 中老年高钙蛋白质粉    900g,中老年高钙蛋白质粉 ,900g,1  盒  ,QS445206015097 ,揭阳市林源堂医药科技有限公司 ,深圳市同兴泰医药有限公司,无
 眼舒适眼舒冷敷凝胶    10ml, ,10ml,1  盒  ,晋临械备20170008号 ,山西圣君药业有限公司 ,中山市信通医药有限公司,无
帮德007天然胶乳橡胶避孕套（激情颗粒）经典香蕉香装 帮德007天然胶乳橡胶避孕套（激情颗粒）经典香蕉香装    3只,帮德007天然胶乳橡胶避孕套（激情颗粒）经典香蕉香装 ,3只,1  盒  ,计生用品 ,湛江市汇通药业有限公司 ,惠州市海辰药业有限公司,无
I金诺贝婴 孕产妇红糖 I金诺贝婴 孕产妇红糖    300g,I金诺贝婴 孕产妇红糖 ,300g,20  瓶  ,SC1063 6098 2001 21 ,江西三诚实业有限公司 ,广东扬帆药业有限公司,无
阿胶蛋白质粉 阿胶蛋白质粉    900g,阿胶蛋白质粉 ,900g,1  盒  ,QS445206015097 ,揭阳市林源堂医药科技有限公司 ,深圳市同兴泰医药有限公司,无
H盛世三诚 强化铁锌钙氨基酸饮液（礼盒5瓶装） H盛世三诚 强化铁锌钙氨基酸饮液（礼盒5瓶装）    250ml*5瓶,H盛世三诚 强化铁锌钙氨基酸饮液（礼盒5瓶装） ,250ml*5瓶,1  盒  ,SC1063 6098 2001 21 ,江西三诚实业有限公司 ,深圳市同兴泰医药有限公司,无
T白云山 小儿青热宁（青果固体饮料） T白云山 小儿青热宁（青果固体饮料）    5g*10袋,T白云山 小儿青热宁（青果固体饮料） ,5g*10袋,10  盒  , ,肇庆仁修堂医药有限公司 ,中山达亿康商贸有限公司,无
帮德007天然胶乳橡胶避孕套（时尚颗粒）草莓香 帮德007天然胶乳橡胶避孕套（时尚颗粒）草莓香    10只,帮德007天然胶乳橡胶避孕套（时尚颗粒）草莓香 ,10只,1  盒  ,计生用品 ,湛江市汇通药业有限公司 ,惠州市海辰药业有限公司,无
F稳健医疗 卫生棉签（彩色）7.5x1.2x0.5 F稳健医疗 卫生棉签（彩色）7.5x1.2x0.5    100支,F稳健医疗 卫生棉签（彩色）7.5x1.2x0.5 ,100支,1  盒  ,鄂械注准20162642270 ,稳健医疗(嘉鱼)有限公司 ,惠州市海辰药业有限公司,无
婴の宝（宝宝维肤膏） 婴の宝（宝宝维肤膏）    15g,婴の宝（宝宝维肤膏） ,15g,1  盒  ,赣卫消证字（2012）第0037号 ,江西汉草堂生物科技有限公司 ,深圳市同兴泰医药有限公司,无
蜜炼胖大海清润糖 蜜炼胖大海清润糖    36克,蜜炼胖大海清润糖 ,36克,240  盒  ,SC11333100300034 ,台州市黄岩仁御生物科技有限公司 ,广东扬帆药业有限公司,无
 济公 老香黄    120g, ,120g,48  瓶  , ,广东济公保健食品有限公司 ,广东扬帆药业有限公司,无
无蔗糖高钙蛋白质粉 无蔗糖高钙蛋白质粉    900克,无蔗糖高钙蛋白质粉 ,900克,12  盒  ,SC10644051100212 ,广东益瑞生物科技有限公司 ,广州市济帆药业有限公司,无
中老年营养蛋白质粉（无蔗糖） 中老年营养蛋白质粉（无蔗糖）    900克,中老年营养蛋白质粉（无蔗糖） ,900克,12  盒  ,SC10644051100212 ,广东益瑞生物科技有限公司 ,广州市济帆药业有限公司,无
F峭山公 小羚羊型医用退热贴 F峭山公 小羚羊型医用退热贴    4贴,F峭山公 小羚羊型医用退热贴 ,4贴,240  盒  ,粤穗械备20150105 ,广州金护士医疗用品有限公司 ,广州市济帆药业有限公司,无
雪茶养目 眼部冷敷凝露 雪茶养目 眼部冷敷凝露    10ml,雪茶养目 眼部冷敷凝露 ,10ml,1  盒  ,滴剂 ,陕西伊赛路药业有限公司 ,深圳市同兴泰医药有限公司,无
雪茶养目 眼部冷敷凝露 雪茶养目 眼部冷敷凝露    10ml,雪茶养目 眼部冷敷凝露 ,10ml,500  盒  ,滴剂 ,陕西伊赛路药业有限公司 ,广州市龙祥药业有限公司,无
维他命芦荟胶 维 他命芦荟胶    40g,维他命芦荟胶 ,40g,96  盒  ,粤妆201602902 ,广州楚颜化妆品有限公司 ,广州市龙祥药业有限公司,无
妇科抑菌洗液 妇 科抑菌洗液    200ml,妇科抑菌洗液 ,200ml,80  盒  ,鄂卫消证字（2015）第 ,武汉博瑞锦诚医药科技有限公司 ,广州市龙祥药业有限公司,无
儿童钙铁锌蛋白质粉 儿童钙铁锌蛋白质粉    900克,儿童钙铁锌蛋白质粉 ,900克,12  盒  ,SC10644051100212 ,广东益瑞生物科技有限公司 ,广州市龙祥药业有限公司,无
阿胶红枣蛋白质粉 阿胶红枣蛋白质粉    900克,阿胶红枣蛋白质粉 ,900克,12  盒  ,SC10644051100212 ,广东益瑞生物科技有限公司 ,广州市龙祥药业有限公司,无
中老年营养蛋白质粉（无蔗糖） 中老年营养蛋白质粉（无蔗糖）    900克,中老年营养蛋白质粉（无蔗糖） ,900克,12  盒  ,SC10644051100212 ,广东益瑞生物科技有限公司 ,广州市龙祥药业有限公司,无
大青叶鞋袜除臭（植物草本抑菌喷剂） 大青叶鞋袜除臭（植物草本抑菌喷剂）    38ml,大青叶鞋袜除臭（植物草本抑菌喷剂） ,38ml,1  盒  ,赣卫消证字2017第C002号 ,江西来和实业有限公司 ,深圳市同兴泰医药有限公司,无
田七草本植物抑菌油 田七草本植物抑菌油    25ml/瓶,田七草本植物抑菌油 ,25ml/瓶,1  瓶  ,赣卫消证字2017第C002号 ,江西来和实业有限公司 ,深圳市同兴泰医药有限公司,无
红花草本植物抑菌油 红花草本植物抑菌油    25ml/瓶,红花草本植物抑菌油 ,25ml/瓶,1  盒  ,赣卫消证字2017第C002号 ,江西来和实业有限公司 ,深圳市同兴泰医药有限公司,无
雷公藤风痛（植物草本抑菌喷剂） 雷公藤风痛（植物草本抑菌喷剂）    38ml,雷公藤风痛（植物草本抑菌喷剂） ,38ml,1  盒  ,赣卫消证字2017第C002号 ,江西来和实业有限公司 ,深圳市同兴泰医药有限公司,无
月见草香体露（植物草本抑菌喷剂） 月见草香体露（植物草本抑菌喷剂）    38ml,月见草香体露（植物草本抑菌喷剂） ,38ml,1  盒  ,赣卫消证字2017第C002号 ,江西来和实业有限公司 ,深圳市同兴泰医药有限公司,无
维他命芦荟胶 维 他命芦荟胶    40g,维他命芦荟胶 ,40g,1  盒  ,粤妆201602902 ,广州楚颜化妆品有限公司 ,深圳市同兴泰医药有限公司,无
多维蛋白质粉 多维蛋白质粉    900g,多维蛋白质粉 ,900g,1  盒  ,QS445206015097 ,揭阳市林源堂医药科技有限公司 ,深圳市同兴泰医药有限公司,无
G邦蝶 超滑浪漫装（超薄） G邦蝶 超滑浪漫装（超薄）    10只装,G邦蝶 超滑浪漫装（超薄） ,10只装,1  盒  ,闽食药监械生产许第20110160号 ,晋江市康乐乳胶用品有限公司 ,深圳市同兴泰医药有限公司,无
H辅仁牌医用冷敷贴风湿关节型 H辅仁牌医用冷敷贴风湿关节型    8贴,H辅仁牌医用冷敷贴风湿关节型 ,8贴,1  盒  ,鲁药械备20150092号 ,山东羚药医疗器械有限公司 ,深圳市同兴泰医药有限公司,无
H盛世三诚 复合氨基酸饮液（礼盒5瓶装） H盛世三诚 复合氨基酸饮液（礼盒5瓶装）    250ml*5瓶,H盛世三诚 复合氨基酸饮液（礼盒5瓶装） ,250ml*5瓶,1  盒  ,SC1063 6098 2001 21 ,江西三诚实业有限公司 ,深圳市同兴泰医药有限公司,无
钙粉3段（固体饮粉） 钙粉3段（固体饮粉）    6g/袋*12袋,钙粉3段（固体饮粉） ,6g/袋*12袋,1  盒  ,SC10636098200076 ,江西创美实业有限公司 ,深圳市同兴泰医药有限公司,无
百草通经伤痛（植物草本抑菌喷剂） 百草通经伤痛（植物草本抑菌喷剂）    38ml,百草通经伤痛（植物草本抑菌喷剂） ,38ml,1  盒  ,赣卫消证字2017第C002号 ,江西来和实业有限公司 ,深圳市同兴泰医药有限公司,无
 H大卫 排卵检测试纸    1条装, ,1条装,5000  盒  , ,润和生物医药科技(汕头)有限公司 ,武汉红运堂药业有限公司,无
小儿止咳贴 小儿止咳贴    4贴/盒,小儿止咳贴 ,4贴/盒,300  盒  ,晋临械备20160006号 ,临汾市三九合纵药业有限公司 ,安徽华源盛铭药业有限公司,无
铁锌钙菊花晶 铁锌钙菊花晶    380g,铁锌钙菊花晶 ,380g,1  盒  ,QS3600 0601 0539 ,江西樟邦药业有限公司 ,深圳市同兴泰医药有限公司,无
复合氨基酸蛋白质粉 复合氨基酸蛋白质粉    900克,复合氨基酸蛋白质粉 ,900克,12  盒  ,SC10644051100212 ,广东益瑞生物科技有限公司 ,广东扬帆药业有限公司,无
全营养蛋白质粉 全营养蛋白质粉    900克,全营养蛋白质粉 ,900克,12  罐  ,SC10644051100212 ,广东益瑞生物科技有限公司 ,广东扬帆药业有限公司,无
维他命芦荟胶 维 他命芦荟胶    40g,维他命芦荟胶 ,40g,96  盒  ,粤妆201602902 ,广州楚颜化妆品有限公司 ,广东扬帆药业有限公司,无
小儿止咳贴 小儿止咳贴    4贴/盒,小儿止咳贴 ,4贴/盒,300  盒  ,晋临械备20160006号 ,临汾市三九合纵药业有限公司 ,山东健志医药科技开发有限公司,无
退热贴（儿童成人.4贴）【红粉宝宝】 退热贴（儿童成人.4贴）【红粉宝宝】    4贴,退热贴（儿童成人.4贴）【红粉宝宝】 ,4贴,1  盒  ,皖阜械备20160034号 ,安徽金马药业有限公司 ,深圳市同兴泰医药有限公司,无
I金诺贝婴 女生红糖 I金诺贝婴 女生红糖    300g,I金诺贝婴 女生红糖 ,300g,20  瓶  ,SC1063 6098 2001 21 ,江西三诚实业有限公司 ,广东扬帆药业有限公司,无
渠道冰喉30分钟克刻糖 冰喉30分钟克刻糖    40克（16粒）,冰喉30分钟克刻糖 ,40克（16粒）,192  盒  ,QS445113010029 ,广东笑咪咪食品有限公司 ,广东扬帆药业有限公司,无
I欧洁 医用棉签(儿童安全性) I欧洁 医用棉签(儿童安全性)    55支/盒,I欧洁 医用棉签(儿童安全性) ,55支/盒,30  盒  ,浙杭食药监械（准）字2011第1640012号 ,杭州欧拓普生物技术有限公司 ,广州市济帆药业有限公司,无
四季止痒抑菌乳膏 四季止痒抑菌乳膏    18g/支,四季止痒抑菌乳膏 ,18g/支,400  盒  ,鄂卫消证字（2015）第0023号 ,武汉博瑞锦诚医药科技有限公司 ,广州市济帆药业有限公司,无
回乃宝（山楂麦芽茯苓代用茶） 回乃宝（山楂麦芽茯苓代用茶）    3g*20袋,回乃宝（山楂麦芽茯苓代用茶） ,3g*20袋,80  盒  ,SC11344128400921 ,肇庆仁修堂医药有限公司 ,广州市济帆药业有限公司,无
F金玉膏远红外止痛贴（颈肩腰腿型） F金玉膏远红外止痛贴（颈肩腰腿型）    4贴,F金玉膏远红外止痛贴（颈肩腰腿型） ,4贴,200  盒  ,渝械注准2014226003 ,重庆正仁医疗器械有限公司 ,广州市济帆药业有限公司,无
G盛世三诚 人参饮液（礼盒） G盛世三诚 人参饮液（礼盒）    250ml*3瓶,G盛世三诚 人参饮液（礼盒） ,250ml*3瓶,12  盒  ,SC1063 6098 2001 21 ,江西三诚实业有限公司 ,广州市龙祥药业有限公司,无
益生元清清宝 益生元清清宝    380g,益生元清清宝 ,380g,48  盒  ,QS360006010539 ,江西樟邦药业有限公司 ,广州市龙祥药业有限公司,无
蜜炼金银花清润糖 蜜炼金银花清润糖    36克,蜜炼金银花清润糖 ,36克,240  盒  ,SC11333100300034 ,台州市黄岩仁御生物科技有限公司 ,广州市龙祥药业有限公司,无
小儿止咳贴 小儿止咳贴    4贴装,小儿止咳贴 ,4贴装,400  盒  ,晋临械备20150012号 ,侯马经济开发区金葵花大健康产业有限公司 ,广州市龙祥药业有限公司,无
蜜炼胖大海清润糖 蜜炼胖大海清润糖    36克,蜜炼胖大海清润糖 ,36克,240  盒  ,SC11333100300034 ,台州市黄岩仁御生物科技有限公司 ,广州市龙祥药业有限公司,无
富硒蛋白质粉 富硒蛋白质粉    900克,富硒蛋白质粉 ,900克,12  盒  ,SC10644051100212 ,广东益瑞生物科技有限公司 ,广州市龙祥药业有限公司,无
蜜炼枇杷清润糖 蜜炼枇杷清润糖    36克,蜜炼枇杷清润糖 ,36克,240  盒  ,SC11333100300034 ,台州市黄岩仁御生物科技有限公司 ,广州市龙祥药业有限公司,无
蜜炼西瓜爽清润糖 蜜炼西瓜爽清润糖    36克,蜜炼西瓜爽清润糖 ,36克,240  盒  ,SC11333100300034 ,台州市黄岩仁御生物科技有限公司 ,广州市龙祥药业有限公司,无
复合氨基酸蛋白质粉 复合氨基酸蛋白质粉    900克,复合氨基酸蛋白质粉 ,900克,12  盒  ,SC10644051100212 ,广东益瑞生物科技有限公司 ,广州市龙祥药业有限公司,无
无蔗糖高钙蛋白质粉 无蔗糖高钙蛋白质粉    900克,无蔗糖高钙蛋白质粉 ,900克,1  盒  ,SC10644051100212 ,广东益瑞生物科技有限公司 ,深圳市同兴泰医药有限公司,无
海藻芦荟胶 海藻芦荟胶    30g,海藻芦荟胶 ,30g,1  盒  ,赣卫消证字（2012）第0025号 ,江西药圣堂实业有限公司 ,深圳市同兴泰医药有限公司,无
H辅仁牌医用冷敷贴颈肩腰腿型 H辅仁牌医用冷敷贴颈肩腰腿型    8贴,H辅仁牌医用冷敷贴颈肩腰腿型 ,8贴,1  盒  ,鲁药械备20150012号 ,山东羚药医疗器械有限公司 ,深圳市同兴泰医药有限公司,无
多种维生素葡萄糖 多种维生素葡萄糖    400g,多种维生素葡萄糖 ,400g,1  罐  ,QS360006010539 ,江西樟邦药业有限公司 ,深圳市同兴泰医药有限公司,无
催奶宝(葛根黄精袋泡代用茶) 催奶宝(葛根黄精袋泡代用茶)    60g（3g*20袋）,催奶宝(葛根黄精袋泡代用茶) ,60g（3g*20袋）,1  盒  ,SC11341132500044 ,南阳力诺药业有限公司 ,深圳市同兴泰医药有限公司,无
芦荟成人抑菌润滑剂j 芦荟成人 抑菌润滑剂    38ml,芦荟成人抑菌润滑剂j ,38ml,1  盒  ,赣卫消证字2017第C002号 ,江西来和实业有限公司 ,深圳市同兴泰医药有限公司,无
蜜炼胖大海清润糖 蜜炼胖大海清润糖    36克,蜜炼胖大海清润糖 ,36克,1  盒  ,SC11333100300034 ,台州市黄岩仁御生物科技有限公司 ,深圳市同兴泰医药有限公司,无
胖大海蜜炼枇杷膏 胖大海蜜炼枇杷膏    150ml,胖大海蜜炼枇杷膏 ,150ml,1  盒  ,SC10636098200076 ,江西创美实业有限公司 ,深圳市同兴泰医药有限公司,无
H邦蝶 火辣动感装 H邦蝶 火辣动感装    10只装,H邦蝶 火辣动感装 ,10只装,1  盒  ,闽食药监械生产许第20110160号 ,晋江市康乐乳胶用品有限公司 ,深圳市同兴泰医药有限公司,无
G邦蝶 极限超滑装（超薄） G邦蝶 极限超滑装（超薄）    10只装,G邦蝶 极限超滑装（超薄） ,10只装,1  盒  ,闽食药监械生产许第20110160号 ,晋江市康乐乳胶用品有限公司 ,深圳市同兴泰医药有限公司,无
猴头菇蛋白质粉 猴头菇蛋白质粉    900克,猴头菇蛋白质粉 ,900克,1  盒  ,SC10644051100212 ,广东益瑞生物科技有限公司 ,深圳市同兴泰医药有限公司,无
I京都念菴堂 蜜炼枇杷糖 I京都念菴堂 蜜炼枇杷糖    2g*8粒,I京都念菴堂 蜜炼枇杷糖 ,2g*8粒,1  盒  ,SC1133 6011 1000 26 ,江西草珊瑚药业有限公司 ,深圳市同兴泰医药有限公司,无
H白云山 通气鼻贴 H白云山 通气鼻贴    10片装,H白云山 通气鼻贴 ,10片装,1  盒  ,皖食药监械生产许20120364号 ,安徽省德济堂药业有限公司 ,深圳市同兴泰医药有限公司,无
脚癣脚气泡脚液（老黄姜+矿物盐） 脚癣脚气泡脚液（老黄姜+矿物盐）    260ml,脚癣脚气泡脚液（老黄姜+矿物盐） ,260ml,1  盒  ,软膏 ,宜春颐健药业有限公司 ,深圳市同兴泰医药有限公司,无
立杆见影（活络膏） 立杆见影（活络膏）    15g/支,立杆见影（活络膏） ,15g/支,1  盒  ,赣卫消证字（2011）第0007号 ,江西灵水生物科技有限公司 ,深圳市同兴泰医药有限公司,无
I欧洁 棉球(脱脂) I欧洁 棉球(脱脂)    50克/包,I欧洁 棉球(脱脂) ,50克/包,120  盒  ,浙杭械备20140195号 ,杭州欧拓普生物技术有限公司 ,沈阳铸盈药业有限公司,无
宝宝清疹袪痱抑菌乳膏 宝宝清疹袪痱抑菌乳膏    18g/支,宝宝清疹袪痱抑菌乳膏 ,18g/支,400  盒  ,鄂卫消证字（2015）第0023号 ,武汉博瑞锦诚医药科技有限公司 ,广州市龙祥药业有限公司,无
H瘙痒灵水溶性栓剂 H瘙痒灵水溶性栓剂    6s,H瘙痒灵水溶性栓剂 ,6s,1  盒  , ,江西盖天灵药业有限公司 ,深圳市同兴泰医药有限公司,无
广慈罗汉果枇杷糖 广慈罗汉果枇杷糖    36克,广慈罗汉果枇杷糖 ,36克,216  盒  ,QS441913011750 ,东莞市广慈食品实业有限公司 ,广东扬帆药业有限公司,无
广慈胖大海枇杷糖 广慈胖大海枇杷糖    36克,广慈胖大海枇杷糖 ,36克,216  盒  ,QS441913011750 ,东莞市广慈食品实业有限公司 ,广东扬帆药业有限公司,无
儿童钙铁锌蛋白质粉 儿童钙铁锌蛋白质粉    900克,儿童钙铁锌蛋白质粉 ,900克,12  盒  ,SC10644051100212 ,广东益瑞生物科技有限公司 ,广东扬帆药业有限公司,无
阿胶红枣蛋白质粉 阿胶红枣蛋白质粉    900克,阿胶红枣蛋白质粉 ,900克,12  盒  ,SC10644051100212 ,广东益瑞生物科技有限公司 ,广东扬帆药业有限公司,无
三诚牌叶酸钙咀嚼片（孕妇乳母型） 三诚牌叶酸钙咀嚼片（孕妇乳母型）    2.0g/片*60片,三诚牌叶酸钙咀嚼片（孕妇乳母型） ,2.0g/片*60片,120  盒  ,国食健字G20160151 ,江西三诚实业有限公司 ,广东扬帆药业有限公司,无
金装济公喉宝(佛手凉果) 金装济公喉宝(佛手凉果)    60克,金装济公喉宝(佛手凉果) ,60克,48  瓶  , ,广东济公保健食品有限公司 ,广东扬帆药业有限公司,无
小儿腹泻贴 小儿腹泻贴    4贴装,小儿腹泻贴 ,4贴装,400  盒  ,晋临械备20150011号 ,侯马经济开发区金葵花大健康产业有限公司 ,广州市龙祥药业有限公司,无
